0.24342 -0.17861
0.25000 -0.17932
0.25667 -0.17994
0.26333 -0.18044
0.27000 -0.18084
0.27667 -0.18114
0.28333 -0.18133
0.29000 -0.18142
0.29667 -0.18141
0.30333 -0.18131
0.31000 -0.18111
0.31667 -0.18082
0.32333 -0.18043
0.33000 -0.17996
0.33667 -0.17940
0.34333 -0.17875
0.35000 -0.17802
0.35667 -0.17721
0.36333 -0.17631
0.37000 -0.17533
0.37667 -0.17428
0.38333 -0.17315
0.39000 -0.17194
0.39667 -0.17065
0.40333 -0.16930
0.41000 -0.16786
0.41667 -0.16636
0.42333 -0.16478
0.43000 -0.16313
0.43667 -0.16141
0.44333 -0.15962
0.45000 -0.15776
0.45667 -0.15582
0.46333 -0.15382
0.47000 -0.15176
0.47667 -0.14962
0.48333 -0.14743
0.49000 -0.14518
0.49667 -0.14287
0.50333 -0.14050
0.51000 -0.13808
0.51667 -0.13560
0.52333 -0.13308
0.53000 -0.13051
0.53667 -0.12790
0.54333 -0.12525
0.55000 -0.12257
0.55667 -0.11985
0.56333 -0.11710
0.57000 -0.11432
0.57667 -0.11152
0.58333 -0.10869
0.59000 -0.10584
0.59667 -0.10298
0.60333 -0.10010
0.61000 -0.09721
0.61667 -0.09431
0.62333 -0.09140
0.63000 -0.08849
0.63667 -0.08557
0.64333 -0.08265
0.65000 -0.07973
0.65667 -0.07682
0.66333 -0.07391
0.67000 -0.07101
0.67667 -0.06813
0.68333 -0.06525
0.69000 -0.06240
0.69667 -0.05956
0.70333 -0.05675
0.71000 -0.05396
0.71667 -0.05120
0.72333 -0.04847
0.73000 -0.04578
0.73667 -0.04312
0.74333 -0.04051
0.75000 -0.03794
0.75660 -0.03544
0.76314 -0.03300
0.76961 -0.03064
0.77601 -0.02836
0.78235 -0.02616
0.78863 -0.02403
0.79484 -0.02198
0.80098 -0.02000
0.80706 -0.01811
0.81307 -0.01630
0.81902 -0.01456
0.82490 -0.01291
0.83072 -0.01134
0.83647 -0.00986
0.84216 -0.00845
0.84778 -0.00713
0.85333 -0.00588
0.85882 -0.00471
0.86425 -0.00363
0.86961 -0.00261
0.87490 -0.00168
0.88013 -0.00082
0.88529 -0.00004
0.89039 0.00068
0.89542 0.00132
0.90039 0.00189
0.90529 0.00239
0.91013 0.00283
0.91490 0.00321
0.91961 0.00352
0.92425 0.00376
0.92882 0.00395
0.93333 0.00407
0.93778 0.00412
0.94216 0.00411
0.94647 0.00404
0.95072 0.00391
0.95490 0.00371
0.95902 0.00344
0.96307 0.00312
0.96706 0.00273
0.97098 0.00228
0.97484 0.00178
0.97863 0.00123
0.98235 0.00063
0.98601 0.00000
0.98961 -0.00067
0.99314 -0.00138
0.99660 -0.00212
1.00000 -0.00286
